Date,NG_CT_pair,LE_KC_pair,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,LE_KC_pair_NG_CT_pair_pair,sharpe,CAGR
1991-01-04,1.0,1.0377114459263417,-0.22964790190988685,0.7616917436551407,,False,False,0.0,False,False,0.0,0.0,,,,,1.089947416124925,0.0152
1991-01-05,1.0,1.0377114459263417,-0.3064377340875343,0.6820060558736329,,False,False,0.0,False,False,0.0,0.0,-0.06045982846630411,-0.0,1.0,1.0,1.089947416124925,0.0152
1991-01-06,1.0,1.0377114459263417,-0.34615125720947565,0.6407948783719339,,False,False,0.0,False,False,0.0,0.0,-0.030320057543879723,-0.0,1.0,1.0,1.089947416124925,0.0152
1991-01-07,1.0,1.0377114459263417,-0.3708557452316778,0.6151587483855446,,False,False,0.0,False,False,0.0,0.0,-0.018511962982401466,-0.0,1.0,1.0,1.089947416124925,0.0152
1991-01-08,1.0,1.0377114459263417,-0.387912047184922,0.5974592286234873,,False,False,0.0,False,False,0.0,0.0,-0.012619611581548713,-0.0,1.0,1.0,1.089947416124925,0.0152
1991-01-09,1.0,1.0377114459263417,-0.40050911844341186,0.5843871035934026,,False,False,0.0,False,False,0.0,0.0,-0.0092342511595275,-0.0,1.0,1.0,1.089947416124925,0.0152
1991-01-10,1.0,1.0377114459263417,-0.41026345185271096,0.5742649201671912,,False,False,0.0,False,False,0.0,0.0,-0.007099624305658805,-0.0,1.0,1.0,1.089947416124925,0.0152
1991-01-11,1.0,1.0377114459263417,-0.41808611532945866,0.5661472527397402,,False,False,0.0,False,False,0.0,0.0,-0.005661437300979393,-0.0,1.0,1.0,1.089947416124925,0.0152
1991-01-12,1.0,1.0377114459263417,-0.4245315820693334,0.5594587181294346,,False,False,0.0,False,False,0.0,0.0,-0.0046430704169896754,-0.0,1.0,1.0,1.089947416124925,0.0152
1991-01-13,1.0,1.0377114459263417,-0.429957571559446,0.5538281067300688,,False,False,0.0,False,False,0.0,0.0,-0.0038934592945479543,-0.0,1.0,1.0,1.089947416124925,0.0152
1991-01-14,1.0,1.0377114459263417,-0.43460569928145626,0.5490046913908112,,False,False,0.0,False,False,0.0,0.0,-0.0033242115330344626,-0.0,1.0,1.0,1.089947416124925,0.0152
1991-01-15,1.0,1.0377114459263417,-0.4386453188082623,0.544812731970657,,False,False,0.0,False,False,0.0,0.0,-0.002880701001343305,-0.0,1.0,1.0,1.089947416124925,0.0152
1991-01-16,1.0,1.0377114459263417,-0.4421988171317698,0.5411252260872732,,False,False,0.0,False,False,0.0,0.0,-0.002527637018147824,-0.0,1.0,1.0,1.089947416124925,0.0152
1991-01-17,1.0,1.0377114459263417,-0.4453569381011271,0.5378480078097512,,False,False,0.0,False,False,0.0,0.0,-0.0022413663524904013,-0.0,1.0,1.0,1.089947416124925,0.0152
1991-01-18,1.0,1.0377114459263417,-0.44818845039008853,0.5349097150982147,,False,False,0.0,False,False,0.0,0.0,-0.0020055369568800488,-0.0,1.0,1.0,1.089947416124925,0.0152
1991-01-19,1.0,1.0377114459263417,-0.4507464612389084,0.5322552379615906,,False,False,0.0,False,False,0.0,0.0,-0.0018085413794545566,-0.0,1.0,1.0,1.089947416124925,0.0152
1991-01-20,1.0,1.0377114459263417,-0.45307266360228704,0.5298413111435717,,False,False,0.0,False,False,0.0,0.0,-0.001641949835970818,-0.0,1.0,1.0,1.089947416124925,0.0152
1991-01-21,1.0,1.0377114459263417,-0.4552002675405112,0.5276334721844785,,False,False,0.0,False,False,0.0,0.0,-0.0014995172176107661,-0.0,1.0,1.0,1.089947416124925,0.0152
1991-01-22,1.0,1.0377114459263417,-0.45715606958518756,0.5256039140167517,,False,False,0.0,False,False,0.0,0.0,-0.0013765352384080692,-0.0,1.0,1.0,1.089947416124925,0.0152
1991-01-23,1.0,1.0377114459263417,-0.4589619429539718,0.5237299385520708,,False,False,0.0,False,False,0.0,0.0,-0.0012693988136850936,-0.0,1.0,1.0,1.089947416124925,0.0152
1991-01-24,1.0,1.0377114459263417,-0.46063592988477586,0.5219928231536444,,False,False,0.0,False,False,0.0,0.0,-0.001175309176869477,-0.0,1.0,1.0,1.089947416124925,0.0152
1991-01-25,1.0,1.0378872625246125,-0.46219283354288954,0.5202959452356765,,False,False,0.0,False,False,0.0,0.0,-0.0011467684450173219,-0.0,1.0,1.0,1.089947416124925,0.0152
1991-01-26,1.0,1.032998326266989,-0.46365131624408923,0.5210489663483694,,False,False,0.0,False,False,0.0,0.0,0.0005091589211264625,0.0,1.0,1.0,1.089947416124925,0.0152
1991-01-27,1.0,1.034466429450324,-0.46501919601805236,0.518953252669345,,False,False,0.0,False,False,0.0,0.0,-0.001415021965242875,-0.0,1.0,1.0,1.089947416124925,0.0152
1991-01-28,1.0,1.0358028450457653,-0.46630344682240155,0.5170015631267098,,False,False,0.0,False,False,0.0,0.0,-0.0013160428858914597,-0.0,1.0,1.0,1.089947416124925,0.0152
1991-01-29,1.0,1.0185085279012336,-0.4675315535925653,0.5238151256030597,,False,False,0.0,False,False,0.0,0.0,0.0046156566122067975,0.0,1.0,1.0,1.089947416124925,0.0152
1991-01-30,1.0,1.024049696303661,-0.4687003594509748,0.5200275392468126,,False,False,0.0,False,False,0.0,0.0,-0.0025592275915185063,-0.0,1.0,1.0,1.089947416124925,0.0152
1991-01-31,1.0,1.0233666368101355,-0.4698145359587294,0.5192074784114007,,False,False,0.0,False,False,0.0,0.0,-0.0005537986067974587,-0.0,1.0,1.0,1.089947416124925,0.0152
1991-02-01,1.0,1.024294121248904,-0.4708764540973534,0.5176840162335514,,False,False,0.0,False,False,0.0,0.0,-0.0010277580452032018,-0.0,1.0,1.0,1.089947416124925,0.0152
1991-02-02,1.0,1.0224274422645705,-0.4718913410098411,0.5175253431845099,,False,False,0.0,False,False,0.0,0.0,-0.00010703255419039499,-0.0,1.0,1.0,1.089947416124925,0.0152
1991-02-03,1.0,1.0249760121008549,-0.47285907065341026,0.5153307954759512,,False,False,0.0,False,False,0.0,0.0,-0.0014781391719256953,-0.0,1.0,1.0,1.089947416124925,0.0152
